,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
1586,2.0632359513665933e-05,-7.405633547940749,1694.3166047057223,1727.3885217326465,1876.234611972648,1892.752709152263,1909.3150583230993,1925.839643447945,2421.9795867185835,2438.5134505343467,2620.4437669254744,-3.71452236093555,0.024367077003788443,0.6659287973679158,0.43224663524303986,0.16138777048062125,-2.012247349012247,0.13368789345990534,16.537934772784165,1694.3123114749164,0
1587,3.213791301338587e-05,-7.3979642840269735,1694.312829008098,1727.3808151372104,1876.228953515583,1892.757632030835,1909.3195057045666,1925.8398606244828,2421.9778695151604,2438.5134638976747,2620.4392964510694,-3.681210384071041,0.025192463817012574,0.7332693343023793,0.41109205334055243,0.09807609187435506,-2.0330399325730597,0.13093687625355066,16.537939878276887,1694.310674429348,0
1588,-2.613333087954253e-05,-7.409307168829416,1694.313015576734,1727.3709852626382,1876.229129785542,1892.7568130569578,1909.332557719842,1925.8417707066872,2421.9809709598844,2438.517620172023,2620.4410509039817,-3.6683218113681177,0.025519260163911515,0.8200336545848246,0.2839830453008969,0.4678173946984756,-2.004540412007128,0.1347221981742525,16.53802499170872,1694.3103323086302,0
1589,-7.542717506166249e-06,-7.403440419222605,1694.31171503589,1727.3777439041673,1876.2261580665681,1892.759862876985,1909.3301249738627,1925.8428531270797,2421.9769042078337,2438.50953808926,2620.44260677679,-3.668022039562393,0.025526911265346557,0.8362493860966711,0.31565412124702674,0.26481630993021543,-2.0107545009534618,0.13388761821440393,16.53793306022024,1694.3116326883387,0
1590,4.378824951083453e-06,-7.397981874735146,1694.3177515400084,1727.369026530021,1876.2250171460641,1892.7592259642267,1909.2984580544464,1925.8472567614788,2421.9753513197024,2438.5153938158446,2620.439598302185,-3.64582306197549,0.026099919160020975,0.9182863984876409,0.2936642657984394,0.20431045569264206,-1.953835891366538,0.14172936908134984,16.53802229565422,1694.306298576678,0
1591,-1.3723319600564927e-06,-7.410453224413471,1694.3103637442719,1727.3875470028051,1876.2272157117059,1892.751298184608,1909.3424104131982,1925.8414962976644,2421.9793954208644,2438.513904422985,2620.437524897678,-3.6124294271660897,0.02698620614164523,0.898933676947302,0.22556455351906513,0.3998588720942824,-1.9687756453429315,0.13962770543509453,16.537872201261912,1694.3144813830206,0
1592,8.715717142535865e-06,-7.383466717567939,1694.3166625378667,1727.3854525292033,1876.2285704495964,1892.759328656023,1909.2978952147453,1925.8452399162552,2421.980519950709,2438.51380691429,2620.439985534371,-3.693805107704338,0.024877161438699853,0.8145872633872591,0.34634440168362945,0.2410599390375232,-2.0146433166142197,0.1333679650205373,16.537954778649574,1694.3100411454554,0
1593,-9.365519372107061e-07,-7.417301013951473,1694.3102349691599,1727.3860379749528,1876.2263476550334,1892.7541013221783,1909.3360085858178,1925.8416287369487,2421.9784084515063,2438.501131067785,2620.439405742676,-3.744654678748467,0.02364379234208036,0.5264300859809211,0.29789937937988054,0.3322373231103577,-2.0801672272483334,0.12490932220969911,16.537818836706315,1694.3136659638794,0
1594,5.480133033789536e-06,-7.383979434731441,1694.3040390426613,1727.3814960713419,1876.2340511398052,1892.758453031637,1909.3330509738223,1925.8455023823703,2421.9753835248216,2438.526786755054,2620.442943851935,-3.7472298667689268,0.023582983462037486,0.6384758561717709,0.2904088477020308,0.3521797261492219,-1.9940564544061516,0.1361420498149899,16.538035721881368,1694.3120743958684,0
1595,1.0295841235472423e-05,-7.382609498916801,1694.3035391404183,1727.3836835442607,1876.2332334352302,1892.7605687437795,1909.3352621172737,1925.844694222942,2421.974819071033,2438.5276953792154,2620.4422959530402,-3.730327196235323,0.023984986755313648,0.7308881330793674,0.26183146662924717,0.342427860690099,-1.9888513970619999,0.13685252441770068,16.538014825234015,1694.3129856706764,0
1596,6.413420183442741e-06,-7.397806926203195,1694.312628540587,1727.3867093567267,1876.2297652469288,1892.7409565223236,1909.3345574820385,1925.839357182679,2421.9772969643395,2438.5145932204005,2620.4422878880036,-3.7609248080632356,0.023262217337929082,0.5741549606099575,0.3433278796086743,0.2532122252807074,-2.0264895556512132,0.1317973773724933,16.53794832586271,1694.3113702454527,0
